id,mol_name,formula,kegg_id,pubchem_sid
9014,4-tert-Octylphenol,C14H22O,C14205,7847015
9015,M1,C12H11Cl2NO4,C14206,7847016
9016,M2,C11H11Cl2NO2,C14207,7847017
9017,Promegestone,C22H30O2,C14208,7847018
9018,1-Methyl-4-phenylpyridinium,C12H12N+,C11310,13485
9019,D-Allothreonine,C4H9NO3,C12317,582707
9020,Caryoptin,C26H36O9,C09070,11262
9021,"6-Chlorobenzene-1,2,4-triol",C6H5ClO3,C06328,8564
9022,2-Methyl-3-ketovaleric acid,C6H10O3,"",766532
9023,Diflubenzuron,C14H9ClF2N2O2,C14427,178535
9024,"2b,3a,7a-Trihydroxy-5b-cholanoic acid",C24H40O5,"",""
9025,2-Hydroxy-3-methylbutyric acid,C5H10O3,"",283155
9026,"2,8-Dihydroxyadenine",C5H5N5O2,"",669132
9027,2-Hydroxyadenine,C5H5N5O,"",653970
9028,"1,6-Dinitropyrene",C16H8N2O4,C14424,180241
9029,2-sec-Butylphenyl N-methylcarbamate,C12H17NO2,C14425,162493
9030,L-Rhamnofuranose,C6H12O5,C02431,5458
9031,Dichlorvos,C4H7Cl2O4P,C14430,149015
9032,Methidathion,C6H11N2O4PS3,C14431,157045
9033,"3-Hydroxy-2-methyl-[S-(R,R)]-butanoic acid",C5H10O3,"",""
9034,"3a,12b-Dihydroxy-5b-cholanoic acid",C24H40O4,"",3727523
9035,Sinapyl alcohol,C11H14O4,C02325,5377
9036,Salicyl alcohol,C7H8O2,C02323,5375
9037,UDP-L-iduronate,C15H22N2O18P2,C02330,5380
9038,Tolmetin sodium,C15H18NNaO5,C02328,5379
9039,Phenylhydrazine,C6H8N2,C02304,5358
9040,N-Methylaniline,C7H9N,C02299,5354
9041,Prostaglandin F2beta,C20H34O5,C02314,5368
9042,Phosphocreatine,C4H10N3O5P,C02305,5359
9043,Germacrene B,C15H24,C09672,11862
9044,Xanthopterin-B2,C9H10N4O4,C02333,5383
9045,Vinylacetyl-CoA,C25H40N7O17P3S,C02331,5381
9046,(2S)-2-{[1-(R)-Carboxyethyl]amino}pentanoate,C8H15NO4,C06326,8562
9047,Sulfisomidine,C12H14N4O2S,C12977,583366
9048,Gefarnate,C27H44O2,C12980,583369
9049,Cefroxadine,C16H19N3O5S,C12979,583368
9050,Mestanolone,C20H32O2,C12984,583373
9051,dl-alpha-Tocopherol nicotinate,C35H53NO3,C12981,583370
9052,N2-Acetyl-L-aminoadipate,C8H13NO5,C12986,583375
9053,Dromostanolone propionate,C23H36O3,C12985,583374
9054,N2-Acetyl-L-aminoadipate semialdehyde,C8H13NO4,C12988,583377
9055,N2-Acetyl-L-aminoadipyl-delta-phosphate,C8H14NO8P,C12987,583376
9056,Heptopyranosides,C13H24O7,C02413,5446
9057,Melibiose,C12H22O11,C05402,7769
9058,Carthamone,C21H20O11,C08598,10791
9059,Cucurbitacin O,C30H46O7,C08803,10996
9060,Cucurbitacin P,C30H48O7,C08804,10997
9061,Cucurbitacin E,C32H44O8,C08797,10990
9062,Cucurbitacin F,C30H46O7,C08798,10991
9063,Cucurbitacin C,C32H48O8,C08795,10988
9064,Cucurbitacin D,C30H44O7,C08796,10989
9065,Cucurbitacin J,C30H44O8,C08801,10994
9066,Cucurbitacin L,C30H44O7,C08802,10995
9067,Cucurbitacin H,C30H46O8,C08799,10992
9068,Cucurbitacin I,C30H42O7,C08800,10993
9069,Sulfamethopyrazine,C11H12N4O3S,C12616,583006
9070,3-beta-D-Galactosyl-sn-glycerol,C9H18O8,C05401,7768
9071,Lactucaxanthin,C40H56O2,C08599,10792
9072,Diacetyl,C4H6O2,C00741,4004
9073,Macrocin,C45H75NO17,C00744,4006
9074,Nicotine,C10H14N2,C00745,4007
9075,Oxytocin,C43H66N12O12S2,C00746,4008
9076,Pyridine,C5H5N,C00747,4009
9077,Siroheme,C42H44FeN4O16,C00748,4010
9078,Sucrose,C12H22O11,C00089,3389
9079,Squalene,C30H50,C00751,4013
9080,D-Fructose 6-phosphate,C6H13O9P,C00085,3385
9081,Epimelibiose,C12H22O11,C05400,7767
9082,Malonyl-CoA,C24H38N7O19P3S,C00083,3383
9083,Acetaldehyde,C2H4O,C00084,3384
9084,ITP,C10H15N4O14P3,C00081,3381
9085,L-Tyrosine,C9H11NO3,C00082,3382
9086,L-Tryptophan,C11H12N2O2,C00078,3378
9087,L-Phenylalanine,C9H11NO2,C00079,3379
9088,N5-Methyl-L-glutamine,C6H12N2O3,C03153,6041
9089,N-Ribosylnicotinamide,C11H15N2O5+,C03150,6038
9090,N-Phosphotaurocyamine,C3H10N3O6PS,C03149,6037
9091,N-Malonylanthranilate,C10H9NO5,C03147,6035
9092,"Phenanthrene-3,4-diol",C14H10O2,C03164,6048
9093,2-Succinylbenzoyl-CoA,C32H44N7O20P3S,C03160,6045
9094,O-Feruloylgalactarate,C16H18O11,C03156,6043
9095,N6'-Acetylkanamycin-B,C20H39N5O11,C03154,6042
9096,Astaxanthin,C40H52O4,C08580,10773
9097,Azafrin,C27H38O4,C08581,10774
9098,Phosphonoacetaldehyde,C2H5O4P,C03167,6050
9099,Phosphoguanidinoacetate,C3H8N3O5P,C03166,6049
9100,Aureusidin,C15H10O6,C08576,10769
9101,Bracteatin,C15H10O7,C08577,10770
9102,Apigeninidin,C15H11O4+,C08574,10767
9103,Aurantinidin,C15H11O6+,C08575,10768
9104,Lutein,C40H56O2,C08601,10794
9105,Dihydrosanguinarine,C20H15NO4,C05191,7596
9106,12-Hydroxydihydrochelirubine,C21H17NO6,C05193,7598
9107,Protopine,C20H19NO5,C05189,7594
9108,Agathisflavone,C30H18O10,C10017,12203
9109,(R)-Reticuline,C19H23NO4,C05178,7589
9110,Salutaridine,C19H21NO4,C05179,7590
9111,(S)-N-Methylcoclaurine,C18H21NO3,C05176,7587
9112,Sativanine B,C30H38N4O4,C10013,12199
9113,Apigenin 7-(6''-malonylglucoside),C24H22O13,C10020,12206
9114,"Apigenin 7,4'-dimethyl ether",C17H14O5,C10019,12205
9115,Dihydrochelirubine,C21H17NO5,C05194,7599
9116,3-Hydroxybenzoyl-CoA,C28H40N7O18P3S,C05195,7600
9117,Flavoxanthin,C40H56O3,C08594,10787
9118,alpha-D-Hexose 1-phosphate,C6H13O9P,C01171,4398
9119,Capensinidin,C18H17O7+,C08595,10788
9120,"2,3-Dihydroxy-3-methylbutanoate",C5H10O4,C04039,6741
9121,1-Oxa-2-oxo-3-hydroxycycloheptane,C6H10O3,C12314,582705
9122,Helenien,C72H116O4,C08597,10790
9123,3-hydroxy-4-phospho-hydroxy-alpha-ketobutyrate,C4H6O8P-,"",""
9124,Isorhapontin,C21H24O9,C10266,12452
9125,Sucralose,C12H19Cl3O8,C12285,14429
9126,Saccharin sodium anhydrous,C7H4NNaO3S,C12284,14428
9127,Saccharin,C7H5NO3S,C12283,14427
9128,Methyl acetyl ricinoleate,C21H38O4,C12280,14424
9129,Copper gluconate,C12H22CuO14,C12278,14422
9130,Ferrous gluconate,C12H26FeO16,C12274,14418
9131,N-Oleoyl dopamine,C26H43NO3,C12272,14417
9132,Arachidonoyl dopamine,C28H41NO3,C12271,14416
9133,"3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione",C19H24O4,C04793,7356
9134,3-(4-Deoxy-beta-D-gluc-4-enuronosyl)-N-acetyl-D-glucosamine,C14H21NO11,C04794,7357
9135,"Cyanidin-3-O-[D-rhamnosyl-1,6-D-glucoside]-5-O-D-glucoside",C33H43ClO20,C04787,7350
9136,Lysosomal-enzyme N-acetyl-D-glucosaminyl-phospho-D-mannose,C14H26NO14P,C04789,7352
9137,"5-Amino-4-chloro-2-(2,3-dihydroxyphenyl)-3(2H)-pyridazinone",C10H8ClN3O3,C04798,7360
9138,UDP-N-acetylmuramoyl-L-Ala-D-gamma-Glu-6-carboxy-L-Lys-D-Ala,C37H58N8O27P2,C04804,7366
9139,beta-Ionone,C13H20O,C12287,14431
9140,"5-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde",C9H11NO6,C04797,7359
9141,2-Fluorobenzoyl-CoA,C28H39FN7O17P3S,C02784,5735
9142,1-O-(1Z-Tetradecenyl)-2-(9Z-octadecenoyl)-sn-glycerol,C35H66O4,C13864,854109
9143,Stramonin B,C15H18O4,C09552,11743
9144,Stanozolol,C21H32N2O,C07311,9519
9145,2-Acetamidofluorene,C15H13NO,C02778,5729
9146,Spironolactone,C24H32O4S,C07310,9518
9147,Lysergic acid,C16H16N2O2,C07541,9744
9148,Lysergic acid diethylamide,C20H25N3O,C07542,9745
9149,Ethylmorphine,C19H23NO3,C07537,9740
9150,Benzphetamine,C17H21N,C07538,9741
9151,Aminopyrine,C13H17N3O,C07539,9742
9152,6-Methylergoline,C15H18N2,C07540,9743
9153,Prenalterol,C12H19NO3,C07533,9736
9154,Ethynyl estradiol,C20H24O2,C07534,9737
9155,Benzpyrene,C20H12,C07535,9738
9156,Amobarbital,C11H18N2O3,C07536,9739
9157,Suxibuzone,C24H26N2O6,C12718,583108
9158,Nicergoline,C24H26BrN3O3,C12720,583109
9159,Carindacillin sodium,C26H25N2NaO6S,C12712,583102
9160,Bisbentiamine,C38H42N8O6S2,C12713,583103
9161,Flutazolam,C19H18ClFN2O3,C12715,583105
9162,Dimefline hydrochloride,C20H22ClNO3,C12717,583107
9163,Droxidopa,C9H11NO5,C12706,583096
9164,Oxazolam,C18H17ClN2O2,C12707,583097
9165,Flutoprazepam,C19H16ClFN2O,C12708,583098
9166,Cyclofenil,C23H24O4,C12710,583100
9167,Terpinolene,C10H16,C06075,8341
9168,Myrcene,C10H16,C06074,8340
9169,3-Oxo-delta5-steroid,C19H28O,C01034,4277
9170,Dimethylallyltryptophan,C16H20N2O2,C06067,8334
9171,"3-Aminopropane-1,2-diol",C3H9NO2,C06057,8327
9172,4-Hydroxy-L-threonine,C4H9NO4,C06056,8326
9173,O-Phospho-4-hydroxy-L-threonine,C4H10NO7P,C06055,8325
9174,Deoxyloganin,C17H26O9,C06071,8338
9175,Iridotrial,C10H14O3,C06070,8337
9176,Iridodial,C10H16O2,C06069,8336
9177,Elymoclavine,C16H18N2O,C06068,8335
9178,Yersiniabactin,C21H27N3O4S3,C12038,14193
9179,Licarin A,C20H22O4,C10650,12833
9180,"6beta,7beta-Dihydroxykaurenoic acid",C20H30O4,C11876,14038
9181,Retinal,C20H28O,C00376,3666
9182,Gibberellin A34-catabolite,C19H22O6,C11869,14031
9183,Gibberellin A34,C19H24O6,C11868,14030
9184,dGMP,C10H14N5O7P,C00362,3653
9185,SN38 glucuronide,C28H28N2O11,C11376,13550
9186,dTMP,C10H15N2O8P,C00364,3655
9187,dTDP,C10H16N2O11P2,C00363,3654
9188,Spicatin,C27H32O10,C09551,11742
9189,Gibberellin A5,C19H22O5,C11871,14033
9190,Zeatin,C10H13N5O,C00371,3661
9191,Sterol,C17H28O,C00370,3660
9192,Triacetylene,C6H2,C08463,10656
9193,Gibberellin A8-catabolite,C19H22O7,C11870,14032
9194,"4,4-Dimethyl-14a-formyl-5a-cholesta-8,24- dien-3b-ol",C30H48O2,"",709482
9195,Cotinine N-oxide,C10H12N2O2,"",585021
9196,"Tridec-1-ene-3,5,7,9,11-pentayne",C13H6,C08464,10657
9197,Cotinine methonium ion,C11H15N2O,"",585040
9198,Gibberellin A51,C19H24O5,C11865,14027
9199,Hydroxycotinine,C10H12N2O2,"",308021
9200,Triparanol,C7H13NO2,"",300962
9201,N'-Hydroxymethylnorcotinine,C10H12N2O2,"",585024
9202,N5-Carboxyaminoimidazole ribonucleotide,C9H13N3O9P,"",2527
9203,2-Keto-3-deoxy-D-gluconic acid,C6H10O6,"",738733
9204,Gibberellin A4,C19H24O5,C11864,14026
9205,Tricornine,C27H43NO8,C08715,10908
9206,Gibberellin A7,C19H22O5,C11867,14029
9207,Maritimetin,C15H10O6,C08720,10913
9208,Kaur-16-en-18-oic acid,C20H30O2,C11874,14036
9209,"2,3-Dehydro-gibberellin A9",C19H22O4,C11866,14028
9210,"4,5-Methylenedioxy-6-hydroxyaurone",C16H10O5,C08722,10915
9211,Malvin,C29H35O17+,C08718,10911
9212,Sophoranone,C30H36O4,C08719,10912
9213,N-Acetylneuraminate,C11H19NO9,C00270,3568
9214,Dihydrobiopterin,C9H13N5O3,C00268,3566
9215,ent-7alpha-Hydroxykaur-16-en-19-oic acid,C20H30O3,C11875,14037
9216,Glycolaldehyde,C2H4O2,C00266,3564
9217,Dithiothreitol,C4H10O2S2,C00265,3563
9218,L-Homoserine,C4H9NO3,C00263,3561
9219,Hypoxanthine,C5H4N4O,C00262,3560
9220,Benzaldehyde,C7H6O,C00261,3559
9221,L-Arabinose,C5H10O5,C00259,3558
9222,D-Glycerate,C3H6O4,C00258,3557
9223,Neoabietadiene,C20H32,C11880,14042
9224,Ludovicin A,C15H20O4,C09498,11689
9225,Magnolol,C18H18O2,C10651,12834
9226,Scopolin,C16H18O9,C01527,4689
9227,Ricinine,C8H8N2O2,C01526,4688
9228,Pregnane,C21H36,C01523,4686
9229,Nigerose,C12H22O11,C01518,4683
9230,Naproxen,C14H14O3,C01517,4682
9231,Morphine,C17H19NO3,C01516,4681
9232,Luteolin,C15H10O6,C01514,4680
9233,Lupinate,C13H18N6O3,C01513,4679
9234,a-N-Acetylglucosamine,C8H15NO6,"",256156
9235,Acetylglycine,C4H7NO3,"",249208
9236,3-Hydroxyvaleric acid,C5H10O3,"",738428
9237,6-Ketoestriol,C18H22O4,"",""
9238,8-Hydroxyadenine,C5H5N5O,"",85805
9239,7b-Hydroxy-3-oxo-5b-cholanoic acid,C24H38O4,"",""
9240,Sulindac,C20H17FO3S,C01531,4693
9241,Octadecanoic acid,C18H36O2,C01530,4692
9242,Anthemis glycoside A,C39H49NO21,C08326,10524
9243,Amygdalin,C20H27NO11,C08325,10523
9244,Etoposide,C29H32O13,C01576,4733
9245,Flavonoid,C15H12O2,C01579,4735
9246,D-Leucine,C6H13NO2,C01570,4727
9247,Decanoic acid,C10H20O2,C01571,4728
9248,Digallate,C14H10O9,C01572,4729
9249,Ephedrine,C10H15NO,C01575,4732
9250,(9Z)-Tetradecenoic acid,C14H26O2,C08322,10520
9251,Malvalic acid,C18H32O2,C08321,10519
9252,Cytomycin,C17H23N7O5,C01567,4724
9253,(15Z)-Tetracosenoic acid,C24H46O2,C08323,10521
9254,(-)-Abietadiene,C20H32,C11878,14040
9255,Levopimaradiene,C20H32,C11879,14041
9256,Chloramphenicol palmitate,C27H42Cl2N2O6,C11726,13891
9257,Indaconitine,C34H47NO10,C08691,10884
9258,trans-2-hexenol,C6H12O,"",156915
9259,Clonazepam,C15H10ClN3O3,C06919,9136
9260,Quinoline,C9H7N,C06413,8648
9261,(-)-Pellotine,C13H19NO3,C09604,11795
9262,Xerantholide,C15H18O3,C09605,11796
9263,4-(Dimethylamino)azobenzene,C14H15N3,C03764,6520
9264,3-Imidazole-2-oxopropanoate,C6H6N2O3,C03762,6519
9265,Vulgarin,C15H20O4,C09600,11791
9266,Xanthatin,C15H18O3,C09601,11792
9267,Xanthinin,C17H22O5,C09602,11793
9268,Xanthumin,C17H22O5,C09603,11794
9269,Obaberine,C38H42N2O6,C09596,11787
9270,Ochotensine,C21H21NO4,C09597,11788
9271,Oxyacanthine,C37H40N2O6,C09598,11789
9272,Parfumine,C20H19NO5,C09599,11790
9273,3-Methylindolepyruvate,C12H11NO3,C05644,7955
9274,"4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoate",C10H9NO5,C05645,7956
9275,5-Hydroxyindolepyruvate,C11H9NO4,C05646,7957
9276,Formyl-5-hydroxykynurenamine,C10H12N2O3,C05647,7958
9277,5-Hydroxy-N-formylkynurenine,C11H12N2O5,C05648,7959
9278,Dihydropteridine,C6H6N4,C05649,7960
9279,Tetrahydropteridine,C6H8N4,C05650,7961
9280,5-Hydroxykynurenine,C10H12N2O4,C05651,7962
9281,"4-(2-Amino-5-hydroxyphenyl)-2,4-dioxobutanoate",C10H9NO5,C05652,7963
9282,Formylanthranilate,C8H7NO3,C05653,7964
9283,Actinidine,C10H13N,C09910,12096
9284,Thymyl acetate,C12H16O2,C09909,12095
9285,Eupachlorin,C20H25ClO7,C09416,11607
9286,Eupachlorin acetate,C22H27ClO8,C09417,11608
9287,Daphnoline,C35H36N2O6,C09418,11609
9288,Dauricine,C38H44N2O6,C09419,11610
9289,Emetamine,C29H36N2O4,C09420,11611
9290,Emetine,C29H40N2O4,C09421,11612
9291,Erysonine,C17H19NO3,C09422,11613
9292,Erysotrine,C19H23NO3,C09423,11614
9293,Erythratidine,C19H25NO4,C09424,11615
9294,Eupachloroxin,C20H25ClO8,C09425,11616
9295,"5-(4-Hydroxy-but-1-ynyl)-2,2'-bithiophene",C12H10OS2,C04486,7105
9296,"5-(4-Acetoxybut-1-ynyl)-2,2'-bithiophene",C14H12O2S2,C04485,7104
9297,Deoxypeganine,C11H12N2,C10656,12839
9298,Cusparine,C19H17NO3,C10655,12838
9299,Magnoshinin,C24H30O6,C10658,12841
9300,Magnosalicin,C24H32O7,C10657,12840
9301,Dictamnine,C12H9NO2,C10660,12843
9302,Deoxyvasicinone,C11H10N2O,C10659,12842
9303,3-Methoxyapigenin,C16H12O6,C05902,8190
9304,Dubamine,C16H11NO2,C10661,12844
9305,Acetosyringone,C10H12O4,C10664,12847
9306,Echinopsine,C10H9NO,C10663,12846
9307,Delphinidin,C15H11O7+,C05908,8196
9308,Leucodelphinidin,C15H14O8,C05909,8197
9309,Cloxacillin,C19H18ClN3O5S,C06923,9140
9310,Serratine,C16H25NO3,C09901,12087
9311,8-Demethyltetracenomycin C,C22H18O11,C12379,582769
9312,Geraniin,C41H28O27,C10230,12416
9313,Guibourtinidol-(4alpha->6)-catechin,C30H26O10,C10231,12417
9314,[Epicatechin-(4beta->8)]5-epicatechin,C90H74O36,C10222,12408
9315,Epigallocatechin-(4beta->8)-epicatechin-3-O-gallate ester,C37H30O17,C10223,12409
9316,Eugeniin,C41H30O26,C10224,12410
9317,ent-Fisetinidol-(4beta->8)-catechin-(6->4beta)-ent-fisetinidol,C45H38O16,C10225,12411
9318,Fucofuroeckol B,C24H14O11,C10226,12412
9319,Gallocatechin-(4alpha->8)-epigallocatechin,C30H26O14,C10227,12413
9320,Gambiriin C,C30H26O11,C10228,12414
9321,Gemin A,C82H56O52,C10229,12415
9322,Indolepyruvate,C11H9NO3,C00331,3625
9323,Deoxyguanosine,C10H13N5O4,C00330,3624
9324,Premithramycin A3',C40H50O18,C12386,582776
9325,D-Glucosamine,C6H13NO5,C00329,3623
9326,Cyclohexyl isocyanide,C7H11N,C11520,13688
9327,UDP-6-sulfoquinovose,C15H23N2O19P2S-,C11521,13689
9328,24-Methylene lophenol,C29H48O,C11522,13690
9329,24-Ethylidene lophenol,C30H50O,C11523,13691
9330,5-PP-InsP5,C6H19O27P7,C11526,13694
9331,4-Hydroxymandelate,C8H8O4,C11527,13695
9332,6-O-(beta-D-Xylopyranosyl)-beta-D-glucopyranose,C11H20O10,C11535,13702
9333,(2R)-2-Phospho-3-sulfolactate,C3H7O9PS,C11536,13703
9334,(2R)-3-Sulfolactate,C3H6O6S,C11537,13704
9335,Cobalt-precorrin 2,C42H46CoN4O16+,C11538,13705
9336,4-Aminobutanoate,C4H9NO2,C00334,3628
9337,D-Galacturonate,C6H10O7,C00333,3627
9338,Acetoacetyl-CoA,C25H40N7O18P3S,C00332,3626
9339,2-Arachidonoylglycerol,C23H38O4,C13856,854101
9340,1-Dodecanoyl-sn-glycerol,C15H30O4,C13854,854099
9341,1-O-Octadecyl-sn-glycerol,C21H44O3,C13858,854103
9342,1-Arachidonoylglycerol,C23H38O4,C13857,854102
9343,BRL 32872,C29H36ClN3O7,C13851,854096
9344,Albuterol,C13H21NO3,C13850,854095
9345,L 735821,C25H19Cl2N3O2,C13853,854098
9346,Sipatrigine,C15H16Cl3N5,C13852,854097
9347,N-Phospho-D-lombricine,C6H16N4O9P2,C02855,5793
9348,1-O-Octadec-9-enyl glycerol,C21H42O3,C13860,854105
9349,1-O-Hexadecyl-sn-glycerol,C19H40O3,C13859,854104
9350,L-Metanephrine,C10H15NO3,C05588,7913
9351,6-Acetylmorphine,C19H21NO4,C11781,13945
9352,Dihydromorphine,C17H21NO3,C11782,13946
9353,Minovincinine,C21H26N2O3,C11783,13947
9354,Echitovenine,C23H28N2O4,C11784,13948
9355,Maltol,C6H6O3,C11918,14079
9356,3-Acetylmorphine,C19H21NO4,C11778,13942
9357,Heterocodeine,C18H21NO3,C11779,13943
9358,6-Ethylmorphine,C19H23NO3,C11780,13944
9359,Normorphine,C16H17NO3,C11785,13949
9360,Morphine N-oxide,C17H19NO4,C11786,13950
9361,Perillic acid,C10H14O2,C11924,14085
9362,"dTDP-3-amino-3,6-dideoxy-D-glucose",C16H27N3O14P2,C11925,14086
9363,Bisphenol B,C16H18O2,C14225,7847035
9364,p-tert-Amylphenol,C11H16O,C14226,7847036
9365,Phenolphthalin,C20H16O4,C14223,7847033
9366,4-Hydroxybiphenyl,C12H10O,C14224,7847034
9367,6-Hydroxyflavanone,C15H12O3,C14221,7847031
9368,Chrysene,C18H12,C14222,7847032
9369,2-Chlorophenol,C6H5ClO,C14219,7847029
9370,"4,4'-Dihydroxybenzophenone",C13H10O3,C14220,7847030
9371,Di-n-octyl phthalate,C24H38O4,C14227,7847037
9372,Methyl parathion,C8H10NO5PS,C14228,7847038
9373,alpha-Copaene,C15H24,C09639,11829
9374,Violaxanthin,C40H56O4,C08614,10807
9375,Chloramphenicol succinate,C15H16Cl2N2O8,C11727,13892
9376,Midecamycin acetate,C45H71NO17,C13096,585160
9377,Piretanide,C17H18N2O5S,C13094,585158
9378,Enocitabine,C31H55N3O6,C13093,585157
9379,Dexamethasone propionate,C28H37FO7,C13092,585156
9380,Pentagastrin,C37H49N7O9S,C13091,585155
9381,Propentofylline,C15H22N4O3,C13090,585154
9382,Cefetamet pivoxil hydrochloride,C20H26ClN5O7S2,C13089,585153
9383,Cefditoren pivoxil,C25H28N6O7S3,C13088,585152
9384,Urate,C5H4N4O3,C00366,3657
9385,Betamethasone dipropionate,C28H37FO7,C13097,585161
9386,Obacunone,C26H30O7,C08775,10968
9387,Picrasin C,C23H34O7,C08776,10969
9388,Quassimarin,C26H34O11,C08777,10970
9389,Quassin,C22H28O6,C08778,10971
9390,Rutaevin,C26H30O9,C08779,10972
9391,Salannin,C34H44O9,C08780,10973
9392,Samaderin A,C18H18O6,C08781,10974
9393,Sergeolide,C25H28O11,C08782,10975
9394,Simalikilactone D,C25H34O9,C08783,10976
9395,Soularubinone,C25H34O10,C08784,10977
9396,dUMP,C9H13N2O8P,C00365,3656
9397,Methylsalicyluric acid,C10H11NO4,"",317691
9398,3'-Phosphoadenylyl sulfate,C10H15N5O13P2S,C00053,3355
9399,"Adenosine 3',5'-bisphosphate",C10H15N5O10P2,C00054,3356
9400,CMP,C9H14N3O8P,C00055,3357
9401,Formate,CH2O2,C00058,3358
9402,Glyoxylate,C2H2O3,C00048,3350
9403,L-Aspartate,C4H7NO4,C00049,3351
9404,Glutathione,C10H17N3O6S,C00051,3353
9405,UDP-D-galactose,C15H24N2O17P2,C00052,3354
9406,"1,2-Diaminobenzene",C6H8N2,C14402,150293
9407,2-Aminotoluene,C7H9N,C14403,150292
9408,"1,2,3-Trichloropropane",C3H5Cl3,C14400,150336
9409,"2,4-Diaminotoluene",C7H10N2,C14401,150312
9410,FMN,C17H21N4O9P,C00061,3361
9411,L-Arginine,C6H14N4O2,C00062,3362
9412,"4-(2,4-Dichlorophenoxy)butyric acid",C10H10Cl2O3,C14404,150255
9621,Vernoflexin,C20H24O4,C09578,11769
9413,N-Phenyl-1-naphthylamine,C16H13N,C14405,150031
9414,Cinnamodial,C17H24O5,C09638,11828
9415,Brunsvigine,C16H17NO4,C08519,10712
9416,Candimine,C18H19NO6,C08520,10713
9417,Caranine,C16H17NO3,C08521,10714
9418,3-Acetylnerbowdine,C19H23NO6,C08514,10707
9419,Albomaculine,C19H23NO5,C08515,10708
9420,Amaryllisine,C18H23NO4,C08516,10709
9421,Ambelline,C18H21NO5,C08517,10710
9422,Caribine,C19H22N2O3,C08522,10715
9423,Carinatine,C17H21NO4,C08523,10716
9424,Palmatine,C21H22NO4+,C05315,7697
9425,Dihydromacarpine,C22H19NO6,C05316,7698
9426,Chlorophyll b,C55H70MgN4O6,C05307,7689
9427,Linaloyl diphosphate,C10H20O7P2,C05308,7690
9428,3-Hexaprenyl-4-hydroxy-5-methoxybenzoate,C38H56O4,C05313,7695
9429,"N-Methyl-(R,S)-tetrahydrobenzylisoquinoline",C17H19N,C05314,7696
9430,16alpha-Hydroxyestrone,C18H22O3,C05300,7684
9431,2-Hydroxyestradiol-17beta,C18H24O3,C05301,7685
9432,2-Methoxyestradiol-17beta,C19H26O3,C05302,7686
9433,Chlorophyll a,C55H72MgN4O5,C05306,7688
9434,Lomefloxacin,C17H19F2N3O3,C07078,9289
9435,Hygromycin B,C20H37N3O13,C01925,5031
9436,"1,2-Didecanoylglycerol",C23H44O5,C03199,6076
9437,(S)-4-Hydroxymandelate,C8H8O4,C03198,6075
9438,RU 5135,C18H28N2O2,C13797,854042
9439,dTDP-6-deoxy-L-talose,C16H26N2O15P2,C03187,6066
9440,Zinc protoporphyrin-9,C34H32N4O4Zn,C03184,6063
9441,(+)-Bornyl-diphosphate,C10H20O7P2,C03190,6069
9442,sn-Glyceryl phosphate,C3H9O6P,C03189,6068
9443,(R)-10-Hydroxystearate,C18H36O3,C03195,6072
9444,(R)-1-Aminopropan-2-ol,C3H9NO,C03194,6071
9445,(S)-3-Hydroxybutanoate,C4H8O3,C03197,6074
9446,(S)-2-Hydroxyglutarate,C5H8O5,C03196,6073
9447,Populin,C20H22O8,C10823,13006
9448,Coumermycin A1,C55H59N5O20,C05073,7522
9449,Solasonine,C45H73NO16,C10824,13007
9450,3-Dimethylallyl-4-hydroxyphenylpyruvate,C14H16O4,C12456,582846
9451,Betulin,C30H50O2,C08618,10811
9452,"2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate",C34H66NO12P,C04824,7385
9453,"5-(3-Carboxy-3-oxopropenyl)-4,6-dihydroxypyridine-2-carboxylate",C10H7NO7,C04826,7387
9454,UDP-N-acetylmuramoyl-L-Ala-D-gamma-Glu-6-carboxy-L-Lys-(D-Ala)2,C40H63N9O28P2,C04828,7389
9455,"beta-D-Glucosyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenol",C69H115NO17P2,C04830,7391
9456,"2,4-Dihydroxy-7-methoxy-2H-1,4-benzoxazin-3(4H)-one 2-D-glucoside",C15H19NO10,C04831,7392
9457,Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide,C13H26NO10PS3,C04832,7393
9458,"(2E,6E)-(10R,11S)-10,11-Epoxy-3,7,11-trimethyltrideca-2,6-dienoicacid",C16H26O3,C04834,7395
9459,Chloroneb,C8H8Cl2O2,C11252,13429
9460,"3-O-(3,6-Anhydro-alpha-D-galactopyranosyl)-D-galactose 4-O-sulfate",C12H20O13S,C04839,7397
9461,3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate,C29H48O3,C04840,7398
9462,3-Nitrofluoranthene,C16H9NO2,C14406,156812
9463,Calpeptin,C20H30N2O4,C11256,13433
9464,Fawcettimine,C16H25NO2,C09864,12050
9465,"2-Amino-2-methyl-1,3-propandiol",C4H11NO2,C11260,13437
9466,Bellendine,C12H15NO2,C10846,13029
9467,trans-3-Chloroacrylic acid,C3H3ClO2,C06614,8840
9468,3-Chloroallyl aldehyde,C3H3ClO,C06613,8839
9469,Diethylphosphoric acid,C4H11O4P,C06608,8834
